,experiment,human_role,map,game_time,is_time_success,user_num_of_uter,user_mean_uter,user_total_uter,user_num_of_en,user_num_of_es,user_num_of_mix,user_num_of_inter_cs,% entrainment - all dialog,% entrainment - on bot inter-sentential cs,bot_num_of_uter,bot_mean_uter,bot_total_uter,bot_num_of_en,bot_num_of_es,bot_num_of_mix,bot_num_of_inter_cs,How much did you enjoy the task?,How successful do you think you were at completing the task?,dist_score
733,Random CS,navigator,3,233,1,12,1.0,12,11,1,0,1,0.5833333333333334,0.2,21,12.19047619047619,256,6,11,4,6,50,50,1.5333333333333334
734,Random CS,instructor,0,206,1,7,7.428571428571429,52,1,2,4,0,1.0,1.0,14,7.285714285714286,102,6,8,0,4,100,100,
735,Random CS,navigator,1,337,1,8,3.375,27,2,5,1,3,0.875,1.0,16,15.3125,245,3,12,1,2,14,21,1.7826086956521738
736,Random CS,instructor,2,257,1,8,11.75,94,1,4,3,0,0.75,1.0,16,9.1875,147,12,2,2,1,100,74,1.7826086956521738
737,Random CS,navigator,3,404,1,11,4.818181818181818,53,4,2,5,2,1.0,1.0,20,12.6,252,9,8,3,6,21,26,0.76
738,Switch Last User CS,instructor,0,180,1,11,8.363636363636363,92,4,4,3,3,0.9090909090909091,0.5,20,8.7,174,7,10,3,5,78,78,
739,Switch Last User CS,navigator,1,251,1,10,3.7,37,5,4,1,7,0.8,0.75,21,15.904761904761905,334,8,11,2,5,82,55,1.144927536231884
740,Switch Last User CS,instructor,2,174,1,6,15.833333333333334,95,5,1,0,2,0.5,1.0,12,9.833333333333334,118,2,9,1,1,55,68,1.144927536231884
741,Switch Last User CS,navigator,3,399,1,12,4.583333333333333,55,11,1,0,2,0.3333333333333333,0.5,20,12.7,254,2,15,3,2,41,60,0.8
742,Short-context CS,instructor,0,372,1,8,16.375,131,0,1,7,0,1.0,1.0,13,12.461538461538462,162,7,6,0,7,75,85,
743,Short-context CS,navigator,1,420,0,9,6.555555555555555,59,1,1,7,0,1.0,1.0,15,16.733333333333334,251,9,5,1,8,65,44,0.9855072463768116
744,Short-context CS,instructor,2,212,1,3,30.0,90,0,0,3,0,1.0,1.0,6,13.166666666666666,79,3,1,2,2,61,87,0.9855072463768116
745,Short-context CS,navigator,3,420,0,14,9.0,126,4,2,8,1,1.0,1.0,24,11.541666666666666,277,14,6,4,9,68,81,0.9866666666666667
746,Baseline,instructor,0,111,1,5,2.0,10,3,1,1,0,0.4,0,11,6.909090909090909,76,0,11,0,0,65,100,
747,Baseline,navigator,1,267,1,12,1.0833333333333333,13,8,4,0,4,0.5,0,19,17.63157894736842,335,0,16,3,0,75,100,1.0869565217391304
748,Baseline,instructor,2,75,1,7,2.857142857142857,20,7,0,0,0,1.0,0,13,6.076923076923077,79,10,0,3,0,96,100,1.0869565217391304
749,Baseline,navigator,3,185,1,14,1.1428571428571428,16,14,0,0,0,1.0,0,26,11.615384615384615,302,25,0,1,0,80,97,1.1733333333333333
750,Short-context CS,instructor,0,390,1,8,11.125,89,7,1,0,1,0.625,0.5714285714285714,17,6.0588235294117645,103,11,6,0,8,84,89,
751,Short-context CS,navigator,1,348,1,13,5.076923076923077,66,7,1,5,0,0.7692307692307693,0.5714285714285714,22,12.136363636363637,267,11,7,4,8,86,87,0.7971014492753623
752,Short-context CS,instructor,2,178,1,4,11.25,45,2,2,0,2,0.75,0.5,8,8.5,68,3,4,1,4,100,100,0.7971014492753623
753,Short-context CS,navigator,3,360,1,10,3.7,37,4,3,3,2,1.0,1.0,15,14.8,222,5,7,3,4,100,60,0.7866666666666666
754,Baseline,instructor,0,338,1,8,5.25,42,0,8,0,0,1.0,0,14,8.571428571428571,120,0,14,0,0,79,55,
755,Baseline,navigator,1,420,0,13,2.230769230769231,29,12,1,0,1,1.0,0,25,12.32,308,22,0,3,0,72,11,0.9855072463768116
756,Baseline,instructor,2,203,1,5,9.2,46,5,0,0,0,1.0,0,10,10.7,107,8,0,2,0,84,77,0.9855072463768116
757,Baseline,navigator,3,334,1,13,1.1538461538461537,15,5,8,0,6,0.6153846153846154,0,22,13.409090909090908,295,0,20,2,0,69,73,0.7066666666666667
758,Random CS,instructor,0,360,1,7,8.714285714285714,61,4,2,1,3,1.0,1.0,13,10.153846153846153,132,6,6,1,4,67,83,
759,Random CS,navigator,1,420,0,11,3.6363636363636362,40,6,3,2,4,0.8181818181818182,0.8333333333333334,21,12.285714285714286,258,6,12,3,6,35,42,0.9855072463768116
760,Random CS,instructor,2,339,1,9,11.555555555555555,104,8,1,0,2,0.5555555555555556,1.0,18,8.61111111111111,155,6,9,2,2,70,63,0.9855072463768116
761,Random CS,navigator,3,356,1,10,3.3,33,6,4,0,6,0.7,1.0,18,12.444444444444445,224,3,12,3,4,75,72,1.2666666666666666
762,Align Last User CS,instructor,0,388,1,11,11.272727272727273,124,11,0,0,0,1.0,0,21,16.0,336,19,0,2,0,71,63,
763,Align Last User CS,navigator,1,375,1,11,5.545454545454546,61,11,0,0,0,0.9090909090909091,2.0,21,14.095238095238095,296,20,1,0,1,82,85,1.710144927536232
764,Align Last User CS,instructor,2,350,1,6,16.5,99,6,0,0,0,1.0,0,12,9.083333333333334,109,11,0,1,0,71,72,1.710144927536232
765,Align Last User CS,navigator,3,316,1,11,5.2727272727272725,58,11,0,0,0,1.0,0,20,11.2,224,19,0,1,0,78,68,0.9866666666666667
766,Short-context CS,instructor,0,420,0,8,3.625,29,0,8,0,0,0.75,0.5,17,9.294117647058824,158,5,8,4,5,75,2,
767,Short-context CS,navigator,1,420,0,14,2.7142857142857144,38,7,6,1,5,0.7142857142857143,0.8,24,11.833333333333334,284,8,9,7,6,98,100,0.9855072463768116
768,Short-context CS,instructor,2,298,1,7,8.714285714285714,61,4,3,0,2,0.7142857142857143,0.5,15,6.2,93,9,3,3,5,92,94,0.9855072463768116
769,Short-context CS,navigator,3,317,1,9,2.3333333333333335,21,4,3,2,0,0.6666666666666666,0.6,17,14.588235294117647,248,7,6,4,5,78,29,1.48
770,Short-context CS,instructor,0,300,1,7,9.571428571428571,67,4,2,1,1,0.7142857142857143,0.8,15,6.533333333333333,98,8,5,2,6,78,91,
771,Short-context CS,navigator,1,320,1,9,4.444444444444445,40,4,4,1,3,0.8888888888888888,0.8333333333333334,19,14.052631578947368,267,9,8,2,7,63,24,0.8115942028985508
772,Short-context CS,instructor,2,254,1,6,16.833333333333332,101,2,2,2,1,0.8333333333333334,0.6666666666666666,12,8.083333333333334,97,3,8,1,3,67,74,0.8115942028985508
773,Short-context CS,navigator,3,383,1,10,3.7,37,4,3,3,3,0.8,0.7777777777777778,21,11.19047619047619,235,15,5,1,10,58,18,1.04
774,Random CS,instructor,0,229,1,8,4.375,35,3,0,5,0,1.0,1.0,15,8.266666666666667,124,6,4,5,2,100,73,
775,Random CS,navigator,1,411,1,11,1.4545454545454546,16,1,10,0,1,0.8181818181818182,0.3333333333333333,20,15.05,301,5,13,2,4,100,69,1.4492753623188406
776,Random CS,instructor,2,244,1,9,7.555555555555555,68,0,3,6,0,0.8888888888888888,0.0,18,5.555555555555555,100,2,12,4,1,100,67,1.4492753623188406
777,Random CS,navigator,3,347,1,12,2.6666666666666665,32,9,0,3,0,0.6666666666666666,1.0,23,11.652173913043478,268,5,12,6,2,82,62,1.04
778,Random CS,instructor,0,420,0,4,5.25,21,4,0,0,0,1.0,0,4,11.25,45,2,1,1,1,79,84,
779,Random CS,navigator,1,420,0,5,3.2,16,5,0,0,0,0.8,0.0,11,14.818181818181818,163,5,3,3,2,82,10,0.9855072463768116
780,Random CS,instructor,2,420,0,7,2.857142857142857,20,7,0,0,0,0.5714285714285714,0.5,14,7.785714285714286,109,7,6,1,2,82,45,0.9855072463768116
781,Random CS,navigator,3,420,0,9,1.6666666666666667,15,5,4,0,5,0.7777777777777778,0.6666666666666666,16,14.1875,227,12,3,1,3,93,50,0.9866666666666667
782,Random CS,instructor,0,417,1,4,13.5,54,2,2,0,2,1.0,1.0,9,10.222222222222221,92,4,4,1,1,71,83,
783,Random CS,navigator,1,420,0,22,2.0,44,10,11,0,8,0.8636363636363636,0.7,37,11.45945945945946,424,14,20,3,10,76,72,0.9855072463768116
784,Random CS,instructor,2,195,1,7,6.285714285714286,44,1,6,0,2,1.0,1.0,14,6.214285714285714,87,2,11,1,2,83,83,0.9855072463768116
785,Random CS,navigator,3,273,1,12,2.1666666666666665,26,1,11,0,1,0.8333333333333334,0.4,23,13.478260869565217,310,8,11,4,5,81,86,1.16
786,Short-context CS,instructor,0,146,1,7,7.428571428571429,52,5,2,0,3,0.8571428571428571,0.2,15,10.933333333333334,164,6,4,4,5,100,100,
787,Short-context CS,navigator,1,382,1,9,11.11111111111111,100,7,1,1,1,0.6666666666666666,0.625,18,14.333333333333334,258,11,6,1,9,100,100,0.7391304347826086
788,Short-context CS,instructor,2,202,1,8,13.0,104,8,0,0,0,0.5,0.375,16,8.125,130,10,4,1,8,100,100,0.7391304347826086
789,Short-context CS,navigator,3,334,1,13,9.076923076923077,118,13,0,0,0,0.6153846153846154,0.6,23,11.956521739130435,275,15,6,2,11,21,33,1.1733333333333333
790,Short-context CS,instructor,0,136,1,9,4.777777777777778,43,8,1,0,1,0.5555555555555556,0.42857142857142855,16,6.875,110,10,4,2,8,69,100,
791,Short-context CS,navigator,1,231,1,10,2.2,22,3,6,1,4,0.6,0.2,18,12.944444444444445,233,7,6,5,5,65,66,1.3043478260869565
792,Short-context CS,instructor,2,142,1,5,11.2,56,0,5,0,0,0.6,0.5,11,7.454545454545454,82,2,8,0,4,86,84,1.3043478260869565
793,Short-context CS,navigator,3,380,1,20,2.15,43,12,8,0,4,0.7,0.6428571428571429,35,10.257142857142858,359,21,12,1,15,0,0,0.84
794,Switch Last User CS,instructor,0,399,1,8,8.875,71,8,0,0,0,0.125,0,14,12.0,168,0,13,1,0,79,73,
795,Switch Last User CS,navigator,1,332,1,12,1.3333333333333333,16,12,0,0,0,0.08333333333333333,0,19,13.421052631578947,255,0,17,2,0,31,68,1.0869565217391304
796,Switch Last User CS,instructor,2,278,1,5,12.0,60,5,0,0,0,0.2,0,10,8.5,85,0,9,1,0,82,84,1.0869565217391304
797,Switch Last User CS,navigator,3,383,1,11,1.8181818181818181,20,10,0,1,0,0.18181818181818182,0,20,13.3,266,0,18,2,0,27,43,1.76
798,Align Last User CS,instructor,0,420,0,0,0,0.0,0,0,0,0,0,0,1,6.0,6,0,0,1,0,45,40,
799,Align Last User CS,navigator,1,420,0,0,0,0.0,0,0,0,0,0,0,1,3.0,3,0,1,0,0,66,95,0.9855072463768116
800,Align Last User CS,instructor,2,208,1,7,8.571428571428571,60,6,1,0,1,0.8571428571428571,1.0,13,9.0,117,9,2,1,1,100,100,0.9855072463768116
801,Align Last User CS,navigator,3,420,0,16,4.4375,71,0,15,1,0,1.0,0,24,12.416666666666666,298,0,21,3,0,100,100,0.9866666666666667
802,Align Last User CS,instructor,0,329,1,13,7.769230769230769,101,13,0,0,0,1.0,0,22,12.772727272727273,281,20,0,2,0,100,66,
803,Align Last User CS,navigator,1,343,1,14,7.142857142857143,100,14,0,0,0,1.0,0,25,11.28,282,24,0,1,0,88,54,1.3623188405797102
804,Align Last User CS,instructor,2,323,1,13,11.384615384615385,148,13,0,0,0,1.0,0,17,8.647058823529411,147,16,0,1,0,100,88,1.3623188405797102
805,Align Last User CS,navigator,3,372,1,14,5.142857142857143,72,14,0,0,0,1.0,0,23,12.91304347826087,297,22,0,1,0,35,73,1.4
806,Short-context CS,instructor,0,420,0,7,11.571428571428571,81,2,4,1,4,1.0,1.0,14,10.357142857142858,145,6,8,0,7,50,50,
807,Short-context CS,navigator,1,420,0,10,4.9,49,3,3,4,2,0.9,1.0,18,12.444444444444445,224,8,7,2,5,50,50,0.9855072463768116
808,Short-context CS,instructor,2,284,1,7,11.714285714285714,82,2,4,1,4,1.0,1.0,15,8.466666666666667,127,9,4,2,6,50,77,0.9855072463768116
809,Short-context CS,navigator,3,420,0,9,4.222222222222222,38,3,3,3,1,1.0,1.0,17,13.352941176470589,227,5,9,3,5,50,50,0.9866666666666667
